delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status,month,is_late,late_days,is_partial,delay_bucket,supplier_name,country,category
D0005122,S005,C0116,2024-11-06,2024-12-14,2024-12-14,3692,3692,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Die Attach Film/Paste
D0006285,S005,C0150,2024-11-06,2024-12-18,2024-12-18,24421,24421,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Solder Balls/Spheres
D0002584,S012,C0059,2024-11-06,2024-12-21,2024-12-22,17725,17725,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0006814,S016,C0160,2024-11-06,2024-12-14,2024-12-15,18361,18361,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Solder Balls/Spheres
D0008190,S005,C0200,2024-11-06,2024-11-26,2024-11-26,11120,11120,On-Time,2024-11,0,0.0,0,On-time,Silicon Precision Works,Singapore,Carrier Tapes/Trays
D0008645,S010,C0211,2024-11-06,2024-12-03,2024-12-03,26453,26453,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Carrier Tapes/Trays
D0000573,S012,C0020,2024-11-06,2025-01-03,2025-01-03,2617,2617,On-Time,2025-01,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Organic Substrates
D0007676,S006,C0181,2024-11-06,2024-12-18,2024-12-18,78,78,On-Time,2024-12,0,0.0,0,On-time,Tokyo Wafertech,Korea,Test Sockets
D0005350,S007,C0123,2024-11-06,2024-12-07,,6200,6200,Unknown,2024-12,0,,0,Undelivered (open),Globaltest Equipment,China,Die Attach Film/Paste
D0004612,S006,C0102,2024-11-06,2024-12-11,2024-12-11,2967,2967,On-Time,2024-12,0,0.0,0,On-time,Tokyo Wafertech,Korea,Mold Compound
D0003529,S015,C0077,2024-11-06,2024-12-13,2024-12-13,11964,11964,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Bonding Wire (Au/Cu)
D0001775,S018,C0044,2024-11-06,2024-12-08,2024-12-08,7466,7466,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Leadframes
D0002038,S018,C0049,2024-11-06,2024-12-02,2024-12-02,11825,11825,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Leadframes
D0009611,S012,C0239,2024-11-06,2024-11-28,2024-11-28,218,218,On-Time,2024-11,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Nozzles/Capillaries
D0008431,S002,C0206,2024-11-06,2024-12-07,2024-12-07,29365,29365,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Carrier Tapes/Trays
D0005018,S016,C0113,2024-11-06,2024-12-02,2024-12-02,2767,2767,On-Time,2024-12,0,0.0,0,On-time,Amkor Assembly Supplies,China,Die Attach Film/Paste
D0001665,S011,C0042,2024-11-06,2024-12-02,2024-12-02,4958,4958,On-Time,2024-12,0,0.0,0,On-time,Ase Materials Division,Japan,Organic Substrates
D0003329,S011,C0073,2024-11-06,2024-12-10,2024-12-11,10588,10588,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0006176,S016,C0147,2024-11-07,2025-02-02,2025-02-04,1183,1183,Delayed,2025-02,1,2.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Underfill/Epoxy
D0009526,S005,C0236,2024-11-07,2024-11-30,2024-11-30,381,381,On-Time,2024-11,0,0.0,0,On-time,Silicon Precision Works,Singapore,Nozzles/Capillaries
D0004804,S002,C0107,2024-11-07,2024-12-10,2024-12-10,1761,1761,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Mold Compound
D0000419,S009,C0017,2024-11-07,2024-12-07,2024-12-22,2684,2684,Delayed,2024-12,1,15.0,0,Severe delay (14d+),United Semiconductor Parts,United States,Organic Substrates
D0003282,S015,C0072,2024-11-07,2024-12-24,2024-12-24,6365,6365,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Bonding Wire (Au/Cu)
D0007372,S019,C0170,2024-11-07,2024-11-30,2024-11-30,25103,25103,On-Time,2024-11,0,0.0,0,On-time,Applied Materials Korea,Singapore,Solder Balls/Spheres
D0001613,S005,C0041,2024-11-07,2024-12-19,2024-12-19,9130,9130,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Organic Substrates
D0004192,S004,C0091,2024-11-07,2024-11-30,2024-11-30,12884,12884,On-Time,2024-11,0,0.0,0,On-time,Korea Probe Solutions,Korea,Bonding Wire (Au/Cu)
D0000678,S001,C0022,2024-11-07,2024-12-12,2024-12-13,2493,2493,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Organic Substrates
D0003039,S016,C0067,2024-11-07,2024-12-02,2024-12-02,6197,5056,Partial,2024-12,0,0.0,1,Partial fulfillment,Amkor Assembly Supplies,China,Leadframes
D0003093,S007,C0068,2024-11-07,2024-11-30,2024-11-30,14458,14458,On-Time,2024-11,0,0.0,0,On-time,Globaltest Equipment,China,Leadframes
D0001457,S009,C0038,2024-11-07,2024-12-12,,3666,3666,Unknown,2024-12,0,,0,Undelivered (open),United Semiconductor Parts,United States,Organic Substrates
D0007751,S005,C0186,2024-11-07,2024-12-26,2024-12-26,75,75,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Test Sockets
D0001885,S010,C0046,2024-11-07,2024-12-20,2024-12-21,8248,8248,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Shenzhen Bonding Supplies,Germany,Leadframes
D0009553,S009,C0237,2024-11-07,2024-12-23,2024-12-24,183,183,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Nozzles/Capillaries
D0003921,S011,C0085,2024-11-07,2024-12-04,2024-12-05,8096,8096,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0001018,S003,C0029,2024-11-07,2024-12-16,2024-12-16,4005,4005,On-Time,2024-12,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Organic Substrates
D0004912,S014,C0110,2024-11-07,2024-12-13,2024-12-13,3367,3367,On-Time,2024-12,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Mold Compound
D0008014,S007,C0196,2024-11-07,2024-12-12,2024-12-12,10270,10270,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Carrier Tapes/Trays
D0006867,S011,C0161,2024-11-07,2024-11-28,2024-11-28,21161,21161,On-Time,2024-11,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0008784,S018,C0214,2024-11-07,2024-12-05,2024-12-05,24853,24853,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0005776,S007,C0136,2024-11-08,2024-12-25,2024-12-25,3337,3337,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Underfill/Epoxy
D0000008,S006,C0001,2024-11-08,2025-01-21,2025-01-22,47,47,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Silicon Wafers
D0007264,S017,C0168,2024-11-08,2024-12-10,2024-12-10,14782,14782,On-Time,2024-12,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Solder Balls/Spheres
D0005452,S007,C0126,2024-11-08,2024-12-24,2024-12-25,5527,5527,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Globaltest Equipment,China,Die Attach Film/Paste
D0000924,S005,C0027,2024-11-08,2024-12-29,2024-12-30,1877,1877,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Organic Substrates
D0002252,S011,C0053,2024-11-08,2024-11-27,2024-11-27,17671,17671,On-Time,2024-11,0,0.0,0,On-time,Ase Materials Division,Japan,Leadframes
D0000126,S012,C0007,2024-11-08,2024-12-16,2024-12-19,40,40,Delayed,2024-12,1,3.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Silicon Wafers
D0003722,S004,C0081,2024-11-08,2024-12-10,2024-12-10,14451,14451,On-Time,2024-12,0,0.0,0,On-time,Korea Probe Solutions,Korea,Bonding Wire (Au/Cu)
D0009401,S016,C0232,2024-11-08,2024-12-17,2024-12-17,454,454,On-Time,2024-12,0,0.0,0,On-time,Amkor Assembly Supplies,China,Nozzles/Capillaries
D0003820,S002,C0083,2024-11-08,2024-12-18,2024-12-18,16327,16327,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0003774,S002,C0082,2024-11-08,2024-12-29,2024-12-30,10501,10501,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0004424,S017,C0097,2024-11-08,2024-12-25,2024-12-25,3617,3617,On-Time,2024-12,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Mold Compound
D0008736,S011,C0213,2024-11-08,2024-11-28,,10795,10795,Unknown,2024-11,0,,0,Undelivered (open),Ase Materials Division,Japan,Carrier Tapes/Trays
D0009035,S010,C0220,2024-11-08,2024-12-08,2024-12-08,13096,13096,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Carrier Tapes/Trays
D0009438,S003,C0233,2024-11-08,2024-12-16,2024-12-17,310,310,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Nozzles/Capillaries
D0009527,S009,C0236,2024-11-11,2024-12-03,2024-12-04,325,325,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Nozzles/Capillaries
D0008311,S010,C0203,2024-11-11,2024-12-08,2024-12-08,11617,11617,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Carrier Tapes/Trays
D0003188,S010,C0070,2024-11-11,2024-12-22,2024-12-22,13012,13012,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Bonding Wire (Au/Cu)
D0001776,S002,C0044,2024-11-11,2024-12-14,2024-12-14,9079,9079,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Leadframes
D0005817,S017,C0137,2024-11-11,2025-01-03,2025-01-03,1391,1391,On-Time,2025-01,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Underfill/Epoxy
D0006071,S006,C0144,2024-11-11,2024-12-30,2024-12-30,3130,3130,On-Time,2024-12,0,0.0,0,On-time,Tokyo Wafertech,Korea,Underfill/Epoxy
D0005222,S016,C0119,2024-11-11,2025-01-07,2025-01-08,1676,1676,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Die Attach Film/Paste
D0002801,S015,C0063,2024-11-11,2024-12-15,2024-12-16,7958,7958,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),K&S Precision Tools,Korea,Leadframes
D0005653,S016,C0132,2024-11-11,2025-01-01,2025-01-02,2964,2964,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Underfill/Epoxy
D0000192,S006,C0011,2024-11-11,2024-12-18,2024-12-19,61,61,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Silicon Wafers
D0007774,S007,C0187,2024-11-11,2024-12-25,2024-12-25,33,33,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Test Sockets
D0001506,S012,C0039,2024-11-11,2024-12-18,2024-12-19,3855,3855,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Organic Substrates
D0007038,S004,C0164,2024-11-11,2024-12-24,2025-01-04,9641,9641,Delayed,2024-12,1,11.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Solder Balls/Spheres
D0008145,S018,C0199,2024-11-11,2024-12-03,2024-12-16,26833,26833,Delayed,2024-12,1,13.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0005019,S001,C0113,2024-11-11,2024-12-07,2024-12-08,2035,2035,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Die Attach Film/Paste
D0008270,S016,C0202,2024-11-11,2024-12-15,2024-12-16,6827,6827,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Carrier Tapes/Trays
D0009152,S014,C0223,2024-11-11,2025-01-07,2025-01-08,285,285,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Nozzles/Capillaries
D0000127,S002,C0007,2024-11-11,2024-12-20,2024-12-20,38,38,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Silicon Wafers
D0005969,S015,C0141,2024-11-12,2024-12-28,2024-12-29,2131,2131,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),K&S Precision Tools,Korea,Underfill/Epoxy
D0008390,S016,C0205,2024-11-12,2024-12-13,2024-12-13,13758,13758,On-Time,2024-12,0,0.0,0,On-time,Amkor Assembly Supplies,China,Carrier Tapes/Trays
D0000472,S017,C0018,2024-11-12,2024-12-16,2024-12-16,3727,3727,On-Time,2024-12,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Organic Substrates
D0007144,S010,C0166,2024-11-12,2024-12-14,2024-12-15,18670,18670,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Shenzhen Bonding Supplies,Germany,Solder Balls/Spheres
D0006928,S018,C0162,2024-11-12,2024-12-16,2024-12-16,20710,20710,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Solder Balls/Spheres
D0003144,S012,C0069,2024-11-12,2024-12-23,2024-12-25,8908,8908,Delayed,2024-12,1,2.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Bonding Wire (Au/Cu)
D0003966,S004,C0086,2024-11-12,2024-12-03,2024-12-03,3084,3084,On-Time,2024-12,0,0.0,0,On-time,Korea Probe Solutions,Korea,Bonding Wire (Au/Cu)
D0008912,S002,C0217,2024-11-12,2024-12-17,2024-12-17,25573,25573,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Carrier Tapes/Trays
D0003530,S016,C0077,2024-11-12,2024-12-20,2024-12-21,6523,6523,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Bonding Wire (Au/Cu)
D0007200,S002,C0167,2024-11-12,2024-12-16,2024-12-16,16728,16728,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Solder Balls/Spheres
D0007662,S009,C0180,2024-11-12,2024-12-22,2024-12-23,60,60,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Test Sockets
D0000871,S002,C0026,2024-11-12,2025-01-04,2025-01-04,3293,3293,On-Time,2025-01,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0006555,S007,C0155,2024-11-12,2024-12-08,2024-12-08,18392,18392,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Solder Balls/Spheres
D0006815,S005,C0160,2024-11-12,2024-12-21,2024-12-21,17330,17330,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Solder Balls/Spheres
D0005489,S008,C0127,2024-11-12,2025-01-03,2025-01-03,1692,1692,On-Time,2025-01,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Die Attach Film/Paste
D0001986,S004,C0048,2024-11-12,2025-01-09,2025-01-09,18484,18484,On-Time,2025-01,0,0.0,0,On-time,Korea Probe Solutions,Korea,Leadframes
D0000420,S012,C0017,2024-11-12,2024-12-12,2024-12-13,2162,1742,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Organic Substrates
D0004690,S018,C0104,2024-11-12,2024-12-22,2024-12-22,3093,3093,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Mold Compound
D0008480,S015,C0207,2024-11-13,2024-12-03,2024-12-04,13965,13965,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),K&S Precision Tools,Korea,Carrier Tapes/Trays
D0007601,S018,C0174,2024-11-13,2024-12-21,2024-12-21,18618,18618,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Solder Balls/Spheres
D0004533,S010,C0100,2024-11-13,2024-12-26,2024-12-26,1923,1923,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Mold Compound
D0009067,S004,C0221,2024-11-13,2024-12-01,2024-12-02,7666,7666,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Carrier Tapes/Trays
D0004913,S015,C0110,2024-11-13,2024-12-22,2024-12-22,1808,1808,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Mold Compound
D0006658,S014,C0157,2024-11-13,2024-12-12,2024-12-13,20288,20288,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Solder Balls/Spheres
D0004648,S002,C0103,2024-11-13,2024-12-23,2024-12-23,2056,2056,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Mold Compound
D0002312,S006,C0054,2024-11-13,2024-12-21,2024-12-21,12307,12307,On-Time,2024-12,0,0.0,0,On-time,Tokyo Wafertech,Korea,Leadframes
D0005054,S002,C0114,2024-11-13,2025-01-13,2025-01-13,4549,4549,On-Time,2025-01,0,0.0,0,On-time,Formotech Packaging,Malaysia,Die Attach Film/Paste
D0003426,S011,C0075,2024-11-13,2024-12-14,2024-12-14,4913,4913,On-Time,2024-12,0,0.0,0,On-time,Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0003723,S002,C0081,2024-11-13,2024-12-15,2024-12-15,20506,20506,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0009293,S003,C0228,2024-11-13,2025-01-06,,373,373,Unknown,2025-01,0,,0,Undelivered (open),Taiwan Advanced Materials,United States,Nozzles/Capillaries
D0000214,S014,C0012,2024-11-13,2024-12-28,2024-12-29,31,31,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Silicon Wafers
D0004193,S011,C0091,2024-11-13,2024-12-08,2024-12-18,5900,5900,Delayed,2024-12,1,10.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0006144,S017,C0146,2024-11-13,2025-01-11,2025-01-11,1148,1148,On-Time,2025-01,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Underfill/Epoxy
D0003775,S009,C0082,2024-11-13,2025-01-02,2025-01-05,4566,4566,Delayed,2025-01,1,3.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Bonding Wire (Au/Cu)
D0000966,S002,C0028,2024-11-13,2025-01-08,2025-01-08,2796,2796,On-Time,2025-01,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0002533,S005,C0058,2024-11-13,2024-12-12,2024-12-12,31926,31926,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Leadframes
D0002200,S009,C0052,2024-11-13,2024-12-14,2024-12-15,8846,8846,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Leadframes
D0008832,S007,C0215,2024-11-13,2024-12-01,2024-12-02,12963,12963,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Globaltest Equipment,China,Carrier Tapes/Trays
D0004234,S018,C0092,2024-11-13,2024-12-25,2024-12-26,1526,1526,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),St Micro Parts Asia,Malaysia,Mold Compound
D0008957,S008,C0218,2024-11-13,2024-11-27,2024-11-28,45607,45607,Delayed,2024-11,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Carrier Tapes/Trays
D0006763,S015,C0159,2024-11-13,2024-12-22,2024-12-22,20042,20042,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Solder Balls/Spheres
D0000528,S013,C0019,2024-11-13,2024-12-28,2024-12-28,2572,2572,On-Time,2024-12,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Organic Substrates
D0001886,S014,C0046,2024-11-14,2024-12-25,2024-12-26,14903,11257,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Leadframes
D0008867,S005,C0216,2024-11-14,2024-12-14,2024-12-14,14302,14302,On-Time,2024-12,0,0.0,0,On-time,Silicon Precision Works,Singapore,Carrier Tapes/Trays
D0007919,S012,C0194,2024-11-14,2024-12-12,2024-12-13,20651,20651,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0002372,S012,C0055,2024-11-14,2024-12-19,2024-12-20,16525,16525,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0004979,S007,C0112,2024-11-14,2024-12-17,2024-12-17,1580,1580,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Die Attach Film/Paste
D0001614,S016,C0041,2024-11-14,2024-12-26,,5916,5916,Unknown,2024-12,0,,0,Undelivered (open),Amkor Assembly Supplies,China,Organic Substrates
D0009036,S002,C0220,2024-11-14,2024-12-16,2024-12-16,20195,20195,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Carrier Tapes/Trays
D0009237,S016,C0226,2024-11-14,2025-01-13,2025-01-14,263,263,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Nozzles/Capillaries
D0000776,S004,C0024,2024-11-14,2024-12-14,2024-12-14,3248,3248,On-Time,2024-12,0,0.0,0,On-time,Korea Probe Solutions,Korea,Organic Substrates
D0008357,S015,C0204,2024-11-14,2024-12-07,2024-12-07,29057,29057,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Carrier Tapes/Trays
D0000313,S002,C0015,2024-11-14,2024-12-22,2024-12-22,4009,4009,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0002253,S004,C0053,2024-11-14,2024-12-08,2024-12-08,5037,5037,On-Time,2024-12,0,0.0,0,On-time,Korea Probe Solutions,Korea,Leadframes
D0001557,S009,C0040,2024-11-14,2025-01-04,,1585,1585,Unknown,2025-01,0,,0,Undelivered (open),United Semiconductor Parts,United States,Organic Substrates
D0003473,S001,C0076,2024-11-14,2024-12-26,2024-12-26,10163,10163,On-Time,2024-12,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Bonding Wire (Au/Cu)
D0008065,S010,C0197,2024-11-14,2024-12-09,2024-12-09,7818,7818,On-Time,2024-12,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Carrier Tapes/Trays
D0004425,S016,C0097,2024-11-14,2024-12-27,2024-12-29,2418,2418,Delayed,2024-12,1,2.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Mold Compound
D0002094,S013,C0050,2024-11-14,2024-12-01,2024-12-01,18713,18713,On-Time,2024-12,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Leadframes
D0001940,S017,C0047,2024-11-14,2024-12-21,2024-12-21,10014,10014,On-Time,2024-12,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Leadframes
D0002039,S016,C0049,2024-11-14,2024-12-07,2024-12-07,18975,18975,On-Time,2024-12,0,0.0,0,On-time,Amkor Assembly Supplies,China,Leadframes
D0002860,S003,C0064,2024-11-14,2024-12-13,2024-12-14,10367,10367,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Leadframes
D0004052,S018,C0088,2024-11-14,2024-12-05,2024-12-05,5906,5906,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Bonding Wire (Au/Cu)
D0009002,S009,C0219,2024-11-14,2024-12-19,2025-01-04,13051,11817,Delayed,2024-12,1,16.0,0,Severe delay (14d+),United Semiconductor Parts,United States,Carrier Tapes/Trays
D0000679,S018,C0022,2024-11-14,2024-12-20,2024-12-20,2134,2134,On-Time,2024-12,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Organic Substrates
D0002148,S002,C0051,2024-11-14,2024-12-03,2024-12-03,11535,11535,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Leadframes
D0009376,S003,C0231,2024-11-14,2024-12-22,2024-12-22,253,253,On-Time,2024-12,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Nozzles/Capillaries
D0006985,S009,C0163,2024-11-14,2024-12-09,2024-12-09,15079,15079,On-Time,2024-12,0,0.0,0,On-time,United Semiconductor Parts,United States,Solder Balls/Spheres
D0005622,S008,C0131,2024-11-15,2024-12-19,2024-12-20,4101,4101,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Die Attach Film/Paste
D0007319,S007,C0169,2024-11-15,2024-12-12,2024-12-12,39997,39997,On-Time,2024-12,0,0.0,0,On-time,Globaltest Equipment,China,Solder Balls/Spheres
D0007434,S003,C0171,2024-11-15,2024-12-21,2024-12-21,25336,25336,On-Time,2024-12,0,0.0,0,On-time,Taiwan Advanced Materials,United States,Solder Balls/Spheres
D0009497,S002,C0235,2024-11-15,2024-12-29,2025-01-17,214,214,Delayed,2024-12,1,19.0,0,Severe delay (14d+),Formotech Packaging,Malaysia,Nozzles/Capillaries
D0007265,S004,C0168,2024-11-15,2024-12-16,2024-12-17,27145,27145,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Solder Balls/Spheres
D0003230,S015,C0071,2024-11-15,2024-12-18,2024-12-18,8867,8867,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Bonding Wire (Au/Cu)
D0008015,S002,C0196,2024-11-15,2024-12-17,,17032,16139,Unknown,2024-12,0,,0,Undelivered (open),Formotech Packaging,Malaysia,Carrier Tapes/Trays
D0006286,S002,C0150,2024-11-15,2024-12-28,2024-12-28,24650,24650,On-Time,2024-12,0,0.0,0,On-time,Formotech Packaging,Malaysia,Solder Balls/Spheres
D0005086,S016,C0115,2024-11-15,2025-01-18,2025-01-18,1375,1375,On-Time,2025-01,0,0.0,0,On-time,Amkor Assembly Supplies,China,Die Attach Film/Paste
D0002637,S001,C0060,2024-11-15,2024-12-10,2024-12-14,16586,16586,Delayed,2024-12,1,4.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Leadframes
D0001212,S006,C0033,2024-11-15,2024-12-25,2024-12-26,5350,5350,Delayed,2024-12,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Organic Substrates
D0005933,S011,C0140,2024-11-15,2024-12-31,2024-12-31,5560,5111,Partial,2024-12,0,0.0,1,Partial fulfillment,Ase Materials Division,Japan,Underfill/Epoxy
D0009111,S013,C0222,2024-11-15,2024-12-08,2024-12-08,11991,11991,On-Time,2024-12,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Carrier Tapes/Trays
D0009402,S015,C0232,2024-11-15,2024-12-22,2024-12-22,744,744,On-Time,2024-12,0,0.0,0,On-time,K&S Precision Tools,Korea,Nozzles/Capillaries
D0007709,S006,C0183,2024-11-15,2025-01-08,2025-01-09,33,25,Delayed,2025-01,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Test Sockets
D0001019,S017,C0029,2024-11-15,2024-12-28,2024-12-28,3492,3492,On-Time,2024-12,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Organic Substrates
